,Platform_ORF,logFC,AveExpr,F,P.Value,adj.P.Val,GO.Function,GO.Component,GO.Process,Gene.symbol,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
1096,orf19.8548,-0.109351721,0.446601721,5.567336528,0.027800318,0.098416649,acid-amino acid ligase activity///ubiquitin protein ligase activity///ubiquitin conjugating enzyme activity///ubiquitin-protein transferase activity,ubiquitin conjugating enzyme complex///nucleus///cytoplasm,protein K63-linked ubiquitination///cytoplasm to vacuole transport by the NVT pathway///free ubiquitin chain polymerization///UV-damage excision repair///protein polyubiquitination///postreplication repair,UBC14,Contig20080:complement(35814..35305),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1097,orf19.8621,0.258347009,0.946652991,5.56380677,0.027843355,0.098499663,NA,NA,NA,NA,Contig20083:complement(379..2),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1098,orf19.12249,-0.161886678,-0.397363322,5.556342732,0.027934631,0.09864907,cation binding///MAP kinase serine/threonine phosphatase activity///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity,nucleus///cytoplasm,"tRNA splicing, via endonucleolytic cleavage and ligation///inactivation of MAPK activity///negative regulation of stress-activated MAPK cascade///inactivation of MAPKK activity///negative regulation of MAPK cascade///cellular response to osmotic stress///mitochondrion inheritance///peptidyl-threonine dephosphorylation///protein dephosphorylation///pheromone-dependent signal transduction involved in conjugation with cellular fusion///pathogenesis///filamentous growth of a population of unicellular organisms in response to biotic stimulus///cellular response to biotic stimulus///filamentous growth///protein dephosphorylation",PTC1,Contig20215:complement(149320..148193),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1099,orf19.11162,-0.281996226,0.853746226,5.550944326,0.028000877,0.098848303,molecular_function,cellular_component,biological_process,NA,Contig20186:43231..44946,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1100,orf19.13710,0.706372344,0.226377656,5.548239852,0.028034137,0.098948352,molecular_function,cellular_component,biological_process,LRR,Contig20246:complement(25071..22984),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1101,orf19.8004,-0.095998788,0.769998788,5.546812451,0.028051711,0.098975646,gamma-glutamylcyclotransferase activity///gamma-glutamylcyclotransferase activity,cellular_component,glutathione catabolic process///glutathione catabolic process,NA,Contig20048:8369..8995,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1102,orf19.11424.1,0.012001216,-0.372251216,5.544997014,0.028074082,0.099037207,NA,NA,NA,RPL43A,Contig20194:complement(80068..79784),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1103,orf19.13835,-0.184431514,0.691931514,5.542407592,0.028106028,0.099063038,aspartic-type endopeptidase activity,cellular_component,response to pheromone triggering conjugation with cellular fusion///fungal-type cell wall organization,YPS7,Contig20248:complement(51387..49240),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1104,orf19.13628,0.043073615,0.616426385,5.540697896,0.028127146,0.09910274,mRNA binding///eukaryotic initiation factor 4G binding,cytoplasmic stress granule///P-body,stress granule assembly///negative regulation of translational initiation///cytoplasmic mRNA processing body assembly,SCD6,Contig20241:complement(108345..107302),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1105,orf19.11758,0.277565406,1.457434594,5.535422803,0.028192425,0.099297958,NA,NA,NA,NA,Contig20202:complement(124976..124056),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1106,orf19.11848,0.222661099,0.443338901,5.524433506,0.028329018,0.099674339,molecular_function,cellular_component,biological_process,NA,Contig20203:complement(50589..49687),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1107,orf19.9504,0.037454892,0.653645807,5.866158189,0.028400216,0.099820085,molecular_function,cellular_component,biological_process,NA,Contig20137:complement(41209..40121),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1108,orf19.11560,0.117478457,0.356521543,5.516754014,0.028424955,0.099837256,molecular_function,membrane,biological_process,SLP2,Contig20196:29227..30018,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1109,orf19.14071,0.177225222,-0.554975222,5.508374692,0.02853009,0.100049297,glutamate-5-semialdehyde dehydrogenase activity///glutamate-5-semialdehyde dehydrogenase activity,mitochondrion,oxidation-reduction process///proline biosynthetic process///proline biosynthetic process,PRO2,Contig20254:112959..114299,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1110,orf19.13486,0.126569566,-0.550319566,5.496645327,0.028678064,0.100445631,molecular_function,cellular_component,biological_process,NA,Contig20237:complement(131774..130803),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1111,orf19.13761.1,-0.028420234,-0.671079766,5.495538086,0.028692081,0.100473008,NA,NA,NA,RPP2A,Contig20247:complement(51017..50691),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1112,orf19.13691,0.065287396,-0.476537396,5.48490565,0.028827114,0.100707038,RNA polymerase II activity///RNA polymerase III activity///RNA polymerase I activity///RNA-directed 5'-3' RNA polymerase activity,"RNA polymerase II, core complex///RNA polymerase III complex///RNA polymerase I complex",transcription by RNA polymerase I///tRNA transcription by RNA polymerase III///transcription by RNA polymerase II///transcription by RNA polymerase III///response to drug,RPB8,Contig20244:complement(24903..24457),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1113,orf19.10679,-0.393358904,-0.399391096,5.468449132,0.029037659,0.10112405,NA,NA,NA,BUD27,Contig20170:19664..21058,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1114,orf19.10036,-0.486755498,-0.429994502,5.463901933,0.029096169,0.101278964,transferase activity,cellular_component,biosynthetic process,NA,Contig20150:128768..129949,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1115,orf19.11072,-0.179256318,-0.548993682,5.441267822,0.029389577,0.102070501,magnesium ion binding///inorganic diphosphatase activity///inorganic diphosphatase activity,cytoplasm///intracellular///extracellular region///fungal biofilm matrix///hyphal cell wall,phosphate-containing compound metabolic process,IPP1,Contig20184:5737..6603,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1116,orf19.7801,-0.254514431,-0.396985569,5.441187773,0.029390621,0.102070501,molecular_function,nucleolus///nuclear exosome (RNase complex)///cytoplasmic exosome (RNase complex)///exosome (RNase complex),"nuclear polyadenylation-dependent rRNA catabolic process///nuclear polyadenylation-dependent CUT catabolic process///nuclear mRNA surveillance///polyadenylation-dependent snoRNA 3'-end processing///exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///U4 snRNA 3'-end processing///nuclear polyadenylation-dependent tRNA catabolic process",MTR3,Contig20040:7963..8844,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1117,orf19.8596,-0.279446728,-0.597303272,5.438270362,0.029428706,0.102142259,DNA binding,cellular_component,biological_process,NA,Contig20081:3..434,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1118,orf19.13346,-0.106927953,-0.798822047,5.438049218,0.029431595,0.102142259,molecular_function,cellular_component,biological_process,NA,Contig20236:133488..134621,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1119,orf19.8050,-1.060613475,-1.120152736,5.771043375,0.029495056,0.102256645,NA,NA,NA,NA,Contig20052:complement(27417..26824),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1120,orf19.10984,0.046284787,-0.417034787,5.433375305,0.029492743,0.102256645,structural constituent of ribosome,mitochondrial small ribosomal subunit,biological_process,RSM23,Contig20177:complement(51393..49942),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1121,orf19.13603,-0.970926136,0.356426136,5.433392488,0.029492518,0.102256645,molecular_function,condensed nuclear chromosome,meiotic cell cycle///regulation of synaptonemal complex assembly///positive regulation of protein sumoylation,SPO22,Contig20241:51991..54498,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1122,orf19.8194,-0.105934284,0.553684284,5.431268179,0.029520362,0.102291486,RNA-directed DNA polymerase activity///RNA binding,cellular_component,RNA-dependent DNA biosynthetic process///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///filamentous growth of a population of unicellular organisms in response to biotic stimulus///cellular response to biotic stimulus///filamentous growth,NA,Contig20054:complement(10968..7519),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1123,orf19.8942,0.139575099,-0.506825099,5.424476036,0.029609604,0.102512425,flavin adenine dinucleotide binding///tRNA dihydrouridine synthase activity///tRNA dihydrouridine synthase activity,cellular_component,oxidation-reduction process///tRNA processing///tRNA modification///tRNA processing,SMM1,Contig20113:complement(15295..13994),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1124,orf19.9178,0.575124864,0.021625136,5.424487209,0.029609457,0.102512425,molecular_function,cellular_component,biological_process,NA,Contig20123:complement(14652..13498),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1125,orf19.14162,-0.056249848,-0.500500152,5.421178696,0.029653048,0.102609851,structural constituent of ribosome///structural constituent of ribosome,cytosolic small ribosomal subunit///cell surface,"translation///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RPS8,Contig20257:complement(15144..14524),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1126,orf19.13063,-0.317879991,-0.44437001,5.419000572,0.029681789,0.102691638,SNARE binding///unfolded protein binding,cytosol///extrinsic component of membrane///SNARE complex///Golgi membrane,vesicle docking involved in exocytosis///Golgi to vacuole transport///cytoplasm to vacuole transport by the Cvt pathway///Golgi to endosome transport///Golgi vesicle fusion to target membrane///vacuolar acidification///positive regulation of SNARE complex assembly///protein targeting to vacuole///vacuole organization///vacuole inheritance,VPS45,Contig20230:complement(189399..187441),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1127,orf19.10993,0.081053587,0.948946413,5.417869983,0.029696721,0.102725629,molecular_function,cellular_component,biological_process,NA,Contig20181:complement(9697..9194),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1128,orf19.11553,-0.060309711,0.865809711,5.412562135,0.029766945,0.102915453,molecular_function,mating projection///cell surface///fungal-type cell wall///cell surface,cell morphogenesis involved in conjugation with cellular fusion,HYR10,Contig20196:complement(14660..11397),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1129,orf19.9674,-0.071792349,0.549292349,5.403052911,0.029893268,0.10318745,"MAP-kinase scaffold activity///MAP-kinase scaffold activity///MAP-kinase scaffold activity///MAP-kinase scaffold activity///MAP-kinase scaffold activity///G-protein beta-subunit binding///MAP-kinase scaffold activity///phosphatidylinositol-4,5-bisphosphate binding",cytoplasm///nucleus///cytoplasm///nucleus///nucleus///mating projection tip membrane///mating projection tip///cytoplasm///plasma membrane,"pheromone-dependent signal transduction involved in conjugation with cellular fusion///pheromone-dependent signal transduction involved in conjugation with cellular fusion///pheromone-dependent signal transduction involved in conjugation with cellular fusion///pheromone-dependent signal transduction involved in conjugation with cellular fusion///pheromone-dependent signal transduction involved in conjugation with cellular fusion///pheromone-dependent signal transduction involved in conjugation with cellular fusion///single-species biofilm formation on inanimate substrate///regulation of single-species biofilm formation on inanimate substrate///invasive growth in response to glucose limitation///regulation of transposition, RNA-mediated///negative regulation of MAPK cascade///positive regulation of protein phosphorylation///pheromone-dependent signal transduction involved in conjugation with cellular fusion",NA,Contig20140:11533..12600,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1130,orf19.9744,0.555572387,0.102427613,5.398579556,0.029952921,0.10332756,FAD transmembrane transporter activity,cellular_component,heme transport///FAD transport,NA,Contig20141:complement(74467..72311),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1131,orf19.12451,-0.402789646,0.685789646,5.398024157,0.029960337,0.103335423,NA,NA,NA,NA,Contig20216:172636..173811///Contig20216:173799..174056,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1132,orf19.13891,-0.33457228,-0.36742772,5.393854321,0.030016092,0.103476721,proton transmembrane transporter activity,"proton-transporting two-sector ATPase complex, proton-transporting domain///proton-transporting V-type ATPase, V0 domain///fungal-type vacuole///integral component of membrane",proton transmembrane transport,TFP3,Contig20248:156645..157136,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1133,orf19.10685,0.204479366,0.355270634,5.392581346,0.030033138,0.103484597,electron-transferring-flavoprotein dehydrogenase activity,mitochondrion,oxidation-reduction process,ETF1,Contig20170:33178..35061,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1134,orf19.12802.1,0.089543805,-0.607043805,5.387180056,0.030105599,0.103631473,NA,NA,NA,MTR2,Contig20225:complement(106921..106382),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
1135,orf19.9883,-0.34180904,0.52505904,5.38716085,0.030105857,0.103631473,"alpha-1,2-mannosyltransferase activity///alpha-1,2-mannosyltransferase activity///alpha-1,2-mannosyltransferase activity",cellular_component,iron ion transmembrane transport///protein glycosylation///pathogenesis///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to neutral pH///filamentous growth of a population of unicellular organisms///cellular response to starvation///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to biotic stimulus///cellular response to biotic stimulus///filamentous growth///filamentous growth///protein mannosylation///mannan biosynthetic process,MNN21,Contig20146:80423..82252,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
